item	set	initially_locked
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle	wh3_dlc20_character_initiative_set_sorcerer_lord_mnur_upgrades	true
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_lord_mtze_upgrades	true
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_slaanesh_from_und	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_azazel	true
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_azazel	true
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_festus	true
wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_death	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_festus	true
wh3_dlc20_character_initiative_devote_sorceror_lord_to_nurgle_nurgle	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_festus	true
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_undivided	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_vilitch	true
wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_metal	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_vilitch	true
wh3_dlc20_character_initiative_devote_sorceror_lord_to_tzeentch_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_lord_upgrades_vilitch	true
wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_shadows	wh3_dlc20_character_initiative_set_sorcerer_upgrades_azazel	true
wh3_dlc20_character_initiative_devote_sorceror_to_slaanesh_slaanesh	wh3_dlc20_character_initiative_set_sorcerer_upgrades_azazel	true
wh3_dlc25_character_initiative_devote_sorceror_to_nurgle_death	wh3_dlc20_character_initiative_set_sorcerer_upgrades_festus	true
wh3_dlc25_character_initiative_devote_sorceror_to_nurgle_nurgle	wh3_dlc20_character_initiative_set_sorcerer_upgrades_festus	true
wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_metal	wh3_dlc20_character_initiative_set_sorcerer_upgrades_vilitch	true
wh3_dlc20_character_initiative_devote_sorceror_to_tzeentch_tzeentch	wh3_dlc20_character_initiative_set_sorcerer_upgrades_vilitch	true
wh3_dlc20_faction_initiative_chs_khorne_1_army_xp	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_khorne_1_economy_post_battle_income	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_khorne_1_units_bloodletters	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_khorne_1_units_flesh_hounds	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_khorne_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_khorne_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_khorne_3_units_skullcannons	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_khorne_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_khorne_5_units_bloodthirsters	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_khorne_5_units_soul_grinder	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc26_faction_initiative_chs_khorne_3_units_bloodbeast	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc26_faction_initiative_chs_khorne_5_units_slaughterbrute	wh3_dlc20_faction_initiative_set_chs_khorne	false
wh3_dlc20_faction_initiative_chs_nurgle_1_army_replenishment	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_nurgle_1_economy_growth	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_nurgle_1_units_beast_of_nurgle	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_nurgle_1_units_plaguebearers	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_nurgle_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_nurgle_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_nurgle_3_units_plague_drones	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_nurgle_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_nurgle_5_units_great_unclean_one	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_nurgle_5_units_soul_grinder	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc25_faction_initiative_chs_nurgle_3_units_plague_ogres	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc25_faction_initiative_chs_nurgle_5_units_toad_dragon	wh3_dlc20_faction_initiative_set_chs_nurgle	false
wh3_dlc20_faction_initiative_chs_slaanesh_1_army_movement	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_slaanesh_1_economy_control	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_slaanesh_1_units_daemonettes	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_slaanesh_1_units_seeker_chariots	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_slaanesh_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_slaanesh_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_slaanesh_3_units_fiends	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_slaanesh_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_slaanesh_5_units_keeper_of_secrets	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_slaanesh_5_units_soul_grinder	wh3_dlc20_faction_initiative_set_chs_slaanesh	false
wh3_dlc20_faction_initiative_chs_tzeentch_1_army_winds	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_tzeentch_1_economy_technology	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_tzeentch_1_units_pink_horrors	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_tzeentch_1_units_screamers	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_tzeentch_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_tzeentch_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_tzeentch_3_units_flamers	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_tzeentch_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_tzeentch_5_units_lord_of_Change	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_tzeentch_5_units_soul_grinder	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc24_faction_initiative_chs_tzeentch_3_units_changebringers	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc24_faction_initiative_chs_tzeentch_3_units_cockatrice	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc24_faction_initiative_chs_tzeentch_3_units_mutalith_vortex_beast	wh3_dlc20_faction_initiative_set_chs_tzeentch	false
wh3_dlc20_faction_initiative_chs_undivided_1_army_marauders	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_1_economy_building	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_1_units_furies	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_2_army_upgrades	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_2_economy_vassals	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_2_xp_sharing	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_3_army_elites	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_3_characters_marking	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_3_units_hellcannons	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_3_units_warshrine	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc20_faction_initiative_chs_undivided_5_units_shaggoths	wh3_dlc20_faction_initiative_set_chs_undivided	false
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_1	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs	false
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_2	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs	false
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_3	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs	false
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_4	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs	false
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_5	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs	false
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_6	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs	false
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_7	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs	false
wh3_dlc23_faction_initiative_chd_category_bull_centaurs_8	wh3_dlc23_faction_initiative_set_chd_category_bull_centaurs	false
wh3_dlc23_faction_initiative_chd_category_flying_beasts_1	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts	false
wh3_dlc23_faction_initiative_chd_category_flying_beasts_2	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts	false
wh3_dlc23_faction_initiative_chd_category_flying_beasts_3	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts	false
wh3_dlc23_faction_initiative_chd_category_flying_beasts_4	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts	false
wh3_dlc23_faction_initiative_chd_category_flying_beasts_5	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts	false
wh3_dlc23_faction_initiative_chd_category_flying_beasts_6	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts	false
wh3_dlc23_faction_initiative_chd_category_flying_beasts_7	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts	false
wh3_dlc23_faction_initiative_chd_category_flying_beasts_8	wh3_dlc23_faction_initiative_set_chd_category_flying_beasts	false
wh3_dlc23_faction_initiative_chd_category_kdaai_1	wh3_dlc23_faction_initiative_set_chd_category_kdaai	false
wh3_dlc23_faction_initiative_chd_category_kdaai_2	wh3_dlc23_faction_initiative_set_chd_category_kdaai	false
wh3_dlc23_faction_initiative_chd_category_kdaai_3	wh3_dlc23_faction_initiative_set_chd_category_kdaai	false
wh3_dlc23_faction_initiative_chd_category_kdaai_4	wh3_dlc23_faction_initiative_set_chd_category_kdaai	false
wh3_dlc23_faction_initiative_chd_category_kdaai_5	wh3_dlc23_faction_initiative_set_chd_category_kdaai	false
wh3_dlc23_faction_initiative_chd_category_kdaai_6	wh3_dlc23_faction_initiative_set_chd_category_kdaai	false
wh3_dlc23_faction_initiative_chd_category_kdaai_7	wh3_dlc23_faction_initiative_set_chd_category_kdaai	false
wh3_dlc23_faction_initiative_chd_category_kdaai_8	wh3_dlc23_faction_initiative_set_chd_category_kdaai	false
wh3_dlc23_faction_initiative_chd_category_melee_infantry_1	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry	false
wh3_dlc23_faction_initiative_chd_category_melee_infantry_2	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry	false
wh3_dlc23_faction_initiative_chd_category_melee_infantry_3	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry	false
wh3_dlc23_faction_initiative_chd_category_melee_infantry_4	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry	false
wh3_dlc23_faction_initiative_chd_category_melee_infantry_5	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry	false
wh3_dlc23_faction_initiative_chd_category_melee_infantry_6	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry	false
wh3_dlc23_faction_initiative_chd_category_melee_infantry_7	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry	false
wh3_dlc23_faction_initiative_chd_category_melee_infantry_8	wh3_dlc23_faction_initiative_set_chd_category_melee_infantry	false
wh3_dlc23_faction_initiative_chd_category_missile_infantry_1	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry	false
wh3_dlc23_faction_initiative_chd_category_missile_infantry_2	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry	false
wh3_dlc23_faction_initiative_chd_category_missile_infantry_3	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry	false
wh3_dlc23_faction_initiative_chd_category_missile_infantry_4	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry	false
wh3_dlc23_faction_initiative_chd_category_missile_infantry_5	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry	false
wh3_dlc23_faction_initiative_chd_category_missile_infantry_6	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry	false
wh3_dlc23_faction_initiative_chd_category_missile_infantry_7	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry	false
wh3_dlc23_faction_initiative_chd_category_missile_infantry_8	wh3_dlc23_faction_initiative_set_chd_category_missile_infantry	false
wh3_dlc23_faction_initiative_chd_category_warmachines_1	wh3_dlc23_faction_initiative_set_chd_category_warmachines	false
wh3_dlc23_faction_initiative_chd_category_warmachines_2	wh3_dlc23_faction_initiative_set_chd_category_warmachines	false
wh3_dlc23_faction_initiative_chd_category_warmachines_3	wh3_dlc23_faction_initiative_set_chd_category_warmachines	false
wh3_dlc23_faction_initiative_chd_category_warmachines_4	wh3_dlc23_faction_initiative_set_chd_category_warmachines	false
wh3_dlc23_faction_initiative_chd_category_warmachines_5	wh3_dlc23_faction_initiative_set_chd_category_warmachines	false
wh3_dlc23_faction_initiative_chd_category_warmachines_6	wh3_dlc23_faction_initiative_set_chd_category_warmachines	false
wh3_dlc23_faction_initiative_chd_category_warmachines_7	wh3_dlc23_faction_initiative_set_chd_category_warmachines	false
wh3_dlc23_faction_initiative_chd_category_warmachines_8	wh3_dlc23_faction_initiative_set_chd_category_warmachines	false
wh3_dlc24_character_initiative_chs_chaos_lord_tze_01	wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	true
wh3_dlc24_character_initiative_chs_chaos_lord_tze_02	wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	true
wh3_dlc24_character_initiative_chs_chaos_lord_tze_03	wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	true
wh3_dlc24_character_initiative_chs_chaos_lord_tze_04	wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	true
wh3_dlc24_character_initiative_chs_chaos_lord_tze_05	wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	true
wh3_dlc24_character_initiative_chs_chaos_lord_tze_06	wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	true
wh3_dlc24_character_initiative_chs_chaos_lord_tze_07	wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	true
wh3_dlc24_character_initiative_chs_chaos_lord_tze_08	wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	true
wh3_dlc24_character_initiative_chs_chaos_lord_tze_09	wh3_dlc24_character_initiative_set_boons_chaos_lord_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_01	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_02	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_03	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_04	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_05	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_06	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_07	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_08	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_09	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc24_character_initiative_chs_exalted_hero_tze_10	wh3_dlc24_character_initiative_set_boons_exalted_hero_tzeentch	true
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_tzeentch	wh3_dlc24_character_initiative_set_lord_mtze_upgrades	true
wh3_dlc25_character_initiative_chs_chaos_lord_nur_01	wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	true
wh3_dlc25_character_initiative_chs_chaos_lord_nur_02	wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	true
wh3_dlc25_character_initiative_chs_chaos_lord_nur_03	wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	true
wh3_dlc25_character_initiative_chs_chaos_lord_nur_04	wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	true
wh3_dlc25_character_initiative_chs_chaos_lord_nur_05	wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	true
wh3_dlc25_character_initiative_chs_chaos_lord_nur_06	wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	true
wh3_dlc25_character_initiative_chs_chaos_lord_nur_07	wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	true
wh3_dlc25_character_initiative_chs_chaos_lord_nur_08	wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	true
wh3_dlc25_character_initiative_chs_chaos_lord_nur_09	wh3_dlc25_character_initiative_set_boons_chaos_lord_mnur	true
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_01	wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	true
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_02	wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	true
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_03	wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	true
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_04	wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	true
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_05	wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	true
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_06	wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	true
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_07	wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	true
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_08	wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	true
wh3_dlc25_character_initiative_chs_chaos_sorcerer_nur_09	wh3_dlc25_character_initiative_set_boons_chaos_sorcerer_nurgle	true
wh3_dlc20_character_initiative_ascend_lord_to_daemon_prince_nurgle	wh3_dlc25_character_initiative_set_lord_mnur_upgrades	true
wh3_dlc20_character_initiative_chs_chaos_lord_kho_01	wh3_dlc26_character_initiative_set_boons_bloodspeaker	true
wh3_dlc20_character_initiative_chs_chaos_lord_kho_02	wh3_dlc26_character_initiative_set_boons_bloodspeaker	true
wh3_dlc20_character_initiative_chs_chaos_lord_kho_03	wh3_dlc26_character_initiative_set_boons_bloodspeaker	true
wh3_dlc20_character_initiative_chs_chaos_lord_kho_04	wh3_dlc26_character_initiative_set_boons_bloodspeaker	true
wh3_dlc20_character_initiative_chs_chaos_lord_kho_05	wh3_dlc26_character_initiative_set_boons_bloodspeaker	true
wh3_dlc20_character_initiative_chs_chaos_lord_kho_06	wh3_dlc26_character_initiative_set_boons_bloodspeaker	true
wh3_dlc20_character_initiative_chs_chaos_lord_kho_08	wh3_dlc26_character_initiative_set_boons_bloodspeaker	true
wh3_dlc20_character_initiative_chs_chaos_lord_kho_09	wh3_dlc26_character_initiative_set_boons_bloodspeaker	true
wh3_dlc20_character_initiative_chs_daemon_prince_kho_05	wh3_dlc26_character_initiative_set_boons_bloodspeaker	true
wh3_dlc26_character_initiative_ogr_maw_offering_1	wh3_dlc26_character_initiative_set_ogr_maw_offering_1	false
wh3_dlc26_character_initiative_ogr_maw_offering_2	wh3_dlc26_character_initiative_set_ogr_maw_offering_2	false
wh3_dlc26_character_initiative_ogr_maw_offering_3	wh3_dlc26_character_initiative_set_ogr_maw_offering_3	false
wh3_dlc26_character_initiative_ogr_maw_offering_4	wh3_dlc26_character_initiative_set_ogr_maw_offering_4	false
wh3_dlc26_character_initiative_ogr_big_name_bragg_01	wh3_dlc26_character_intiative_set_ogre_big_names_bragg	true
wh3_dlc26_character_initiative_ogr_big_name_bragg_02	wh3_dlc26_character_intiative_set_ogre_big_names_bragg	true
wh3_dlc26_character_initiative_ogr_big_name_bragg_03	wh3_dlc26_character_intiative_set_ogre_big_names_bragg	true
wh3_dlc26_character_initiative_ogr_big_name_bragg_04	wh3_dlc26_character_intiative_set_ogre_big_names_bragg	true
wh3_dlc26_character_initiative_ogr_big_name_groundshaker	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_dlc26_character_initiative_ogr_big_name_impenetrable_gut	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_dlc26_character_initiative_ogr_big_name_kin_guard	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_dlc26_character_initiative_ogr_big_name_unstoppable	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_main_character_initiative_ogr_big_name_bellyslapper	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_main_character_initiative_ogr_big_name_boommaker	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_main_character_initiative_ogr_big_name_brawlerguts	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_main_character_initiative_ogr_big_name_gutcrusher	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_main_character_initiative_ogr_big_name_longstrider_bruiser	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_main_character_initiative_ogr_big_name_ratkiller	wh3_dlc26_character_intiative_set_ogre_big_names_bruiser	true
wh3_dlc26_character_initiative_ogr_big_name_gore_drenched	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_dlc26_character_initiative_ogr_big_name_gorger_herder	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_dlc26_character_initiative_ogr_big_name_kin_guard	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_dlc26_character_initiative_ogr_big_name_magic_feaster	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_dlc26_character_initiative_ogr_big_name_marrow_muncher	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_bellyslapper	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_brawlerguts	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_gnoblarkicker	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_longstrider_butcher	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_main_character_initiative_ogr_big_name_staydeader	wh3_dlc26_character_intiative_set_ogre_big_names_butcher	true
wh3_dlc26_character_initiative_ogr_big_name_firebelly_marrow_muncher	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_gore_drenched	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_gorger_herder	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_kin_guard	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_magic_feaster	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_bellyslapper	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_brawlerguts	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_gnoblarkicker	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_longstrider_firebelly	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_main_character_initiative_ogr_big_name_staydeader	wh3_dlc26_character_intiative_set_ogre_big_names_firebelly	true
wh3_dlc26_character_initiative_ogr_big_name_golgfag_01	wh3_dlc26_character_intiative_set_ogre_big_names_golgfag	true
wh3_dlc26_character_initiative_ogr_big_name_golgfag_02	wh3_dlc26_character_intiative_set_ogre_big_names_golgfag	true
wh3_dlc26_character_initiative_ogr_big_name_golgfag_03	wh3_dlc26_character_intiative_set_ogre_big_names_golgfag	true
wh3_dlc26_character_initiative_ogr_big_name_golgfag_04	wh3_dlc26_character_intiative_set_ogre_big_names_golgfag	true
wh3_dlc26_character_initiative_ogr_big_name_coin_counter	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_arsebelcher	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_bellyslapper	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_bigbellower	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_brawlerguts	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_campmaker	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_deathcheater	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_elfmulcher	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_goldhoarder	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_groundbreaker	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
wh3_main_character_initiative_ogr_big_name_gutcrusher	wh3_dlc26_character_intiative_set_ogre_big_names_paymaster	true
