effect	effect_list	scope	value
wh3_main_effect_ability_enable_eldritch_aura	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_04	character_to_character_own	1.0000
wh_main_effect_character_stat_magic_resistance	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_04	character_to_character_own	15.0000
wh3_dlc20_effect_ability_enable_soul_siphon	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_05	character_to_character_own	1.0000
wh_main_effect_attribute_enable_causes_fear	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_05	character_to_character_own	1.0000
wh3_main_effect_character_stat_enable_soporific_musk	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_06	character_to_character_own	1.0000
wh_main_effect_character_stat_ap_damage	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_06	character_to_character_own	50.0000
wh3_main_effect_ability_enable_bound_lash_of_despair	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_07	character_to_character_own	1.0000
wh3_dlc20_effect_ability_enable_bound_penumbral_pendulum	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_08	character_to_character_own	1.0000
wh2_main_effect_agent_action_hinder_agent_wound_buff	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_09	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_army_block_army_buff	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_09	character_to_character_own	-10.0000
wh2_main_effect_agent_action_assist_army_scouting_buff	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_10	character_to_character_own	15.0000
wh2_main_effect_agent_action_passive_spread_corruption_buff_chs	wh3_dlc20_character_initiative_chs_chaos_sorcerer_sla_10	character_to_character_own	2.0000
wh3_main_effect_battle_barrier_health_add	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_01	character_to_character_own	200.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_01	character_to_character_own	5.0000
wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_02	character_to_character_own	-10.0000
wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_02	character_to_character_own	-10.0000
wh_main_effect_ability_enable_kindleflame	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_03	character_to_character_own	1.0000
wh_main_effect_ability_enable_life-leeching	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_03	character_to_character_own	1.0000
wh3_main_effect_ability_enable_eldritch_aura	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_04	character_to_character_own	1.0000
wh_main_effect_character_stat_magic_resistance	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_04	character_to_character_own	15.0000
wh3_main_effect_ability_enable_locus_of_conjuration	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_05	character_to_character_own	1.0000
wh3_main_effect_winds_of_magic_character	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_05	character_to_force_own_unseen	2.0000
wh3_main_effect_ability_enable_hidden_in_time	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_06	character_to_character_own	1.0000
wh_main_effect_attribute_enable_vanguard_deployment	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_06	character_to_character_own	1.0000
wh3_dlc20_effect_ability_enable_bound_gehennas_golden_hounds	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_07	character_to_character_own	1.0000
wh3_dlc20_effect_ability_enable_bound_pink_fire_of_tzeentch	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_08	character_to_character_own	1.0000
wh2_main_effect_agent_action_hinder_agent_wound_buff	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_09	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_army_block_army_buff	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_09	character_to_character_own	-10.0000
wh2_main_effect_agent_action_assist_army_scouting_buff	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_10	character_to_character_own	15.0000
wh2_main_effect_agent_action_passive_spread_corruption_buff_chs	wh3_dlc20_character_initiative_chs_chaos_sorcerer_tze_10	character_to_character_own	2.0000
wh_main_effect_character_stat_armour	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_01	character_to_character_own	15.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_01	character_to_character_own	5.0000
wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_02	character_to_character_own	-10.0000
wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_02	character_to_character_own	-10.0000
wh3_main_effect_corruption_chaos_characters	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_03	character_to_province_any	1.0000
wh_main_effect_public_order_characters	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_03	character_to_province_own	2.0000
wh3_main_effect_ability_enable_eldritch_aura	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_04	character_to_character_own	1.0000
wh_main_effect_character_stat_magic_resistance	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_04	character_to_character_own	15.0000
wh3_main_effect_ability_enable_blissful_rapture	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_05	character_to_character_own	1.0000
wh_main_effect_attribute_enable_immune_to_psychology	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_05	character_to_character_own	1.0000
wh3_main_effect_ability_enable_fires_of_change	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_06	character_to_character_own	1.0000
wh3_main_effect_battle_barrier_health_add	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_06	character_to_character_own	200.0000
wh3_dlc20_effect_ability_enable_bound_gehennas_golden_hounds	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_07	character_to_character_own	1.0000
wh3_dlc20_effect_ability_enable_bound_penumbral_pendulum	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_08	character_to_character_own	1.0000
wh2_main_effect_agent_action_hinder_agent_wound_buff	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_09	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_army_block_army_buff	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_09	character_to_character_own	-10.0000
wh2_main_effect_agent_action_assist_army_scouting_buff	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_10	character_to_character_own	15.0000
wh2_main_effect_agent_action_passive_spread_corruption_buff_chs	wh3_dlc20_character_initiative_chs_chaos_sorcerer_und_10	character_to_character_own	2.0000
wh_main_effect_character_stat_melee_defence	wh3_dlc20_character_initiative_chs_daemon_prince_kho_01	character_to_character_own	10.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_daemon_prince_kho_01	character_to_character_own	10.0000
wh3_main_effect_ability_enable_revel_in_slaughter	wh3_dlc20_character_initiative_chs_daemon_prince_kho_02	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_attack	wh3_dlc20_character_initiative_chs_daemon_prince_kho_02	character_to_character_own	10.0000
wh3_main_effect_ability_enable_gorefeast	wh3_dlc20_character_initiative_chs_daemon_prince_kho_03	character_to_character_own	1.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_daemon_prince_kho_03	character_to_character_own	10.0000
wh3_main_effect_ability_enable_burning_rage	wh3_dlc20_character_initiative_chs_daemon_prince_kho_04	character_to_character_own	1.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc20_character_initiative_chs_daemon_prince_kho_04	character_to_character_own	15.0000
wh3_main_effect_character_campaign_experience_mod	wh3_dlc20_character_initiative_chs_daemon_prince_kho_05	character_to_character_own	20.0000
wh3_main_effect_ability_enable_chaos_armour	wh3_dlc20_character_initiative_chs_daemon_prince_kho_06	character_to_character_own	1.0000
wh_main_effect_character_stat_missile_resistance	wh3_dlc20_character_initiative_chs_daemon_prince_kho_06	character_to_character_own	25.0000
wh2_dlc10_effect_attribute_enable_perfect_vigour	wh3_dlc20_character_initiative_chs_daemon_prince_kho_07	character_to_character_own	1.0000
wh_main_effect_character_stat_ward_save	wh3_dlc20_character_initiative_chs_daemon_prince_kho_07	character_to_character_own	10.0000
wh3_dlc20_effect_unit_upgrade_cost	wh3_dlc20_character_initiative_chs_daemon_prince_kho_08	character_to_force_own_alt_text	-15.0000
wh3_dlc20_effect_xp_gain_rate_undivided_units	wh3_dlc20_character_initiative_chs_daemon_prince_kho_08	character_to_force_own_alt_text	15.0000
wh3_dlc20_effect_pooled_resource_mod_souls_battle	wh3_dlc20_character_initiative_chs_daemon_prince_kho_09	character_to_force_own_unseen	15.0000
wh_main_effect_force_all_campaign_post_battle_loot_mod	wh3_dlc20_character_initiative_chs_daemon_prince_kho_09	character_to_character_own	15.0000
wh2_main_effect_ability_enable_regeneration	wh3_dlc20_character_initiative_chs_daemon_prince_nur_01	character_to_character_own	1.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_daemon_prince_nur_01	character_to_character_own	10.0000
wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc20_character_initiative_chs_daemon_prince_nur_02	character_to_character_own	-15.0000
wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc20_character_initiative_chs_daemon_prince_nur_02	character_to_character_own	-15.0000
wh_main_effect_character_wound_recovery_time_mod	wh3_dlc20_character_initiative_chs_daemon_prince_nur_03	character_to_character_own	-2.0000
wh_main_effect_force_all_campaign_replenishment_rate	wh3_dlc20_character_initiative_chs_daemon_prince_nur_03	general_to_force_own	5.0000
wh3_main_effect_ability_enable_virulent_contagion	wh3_dlc20_character_initiative_chs_daemon_prince_nur_04	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_defence	wh3_dlc20_character_initiative_chs_daemon_prince_nur_04	character_to_character_own	10.0000
wh3_main_effect_character_campaign_experience_mod	wh3_dlc20_character_initiative_chs_daemon_prince_nur_05	character_to_character_own	20.0000
wh3_dlc20_effect_ability_enable_bound_fleshy_abundance	wh3_dlc20_character_initiative_chs_daemon_prince_nur_06	character_to_character_own	1.0000
wh3_dlc20_effect_healing_cap_modifier	wh3_dlc20_character_initiative_chs_daemon_prince_nur_06	general_to_force_own	15.0000
wh2_dlc10_effect_attribute_enable_perfect_vigour	wh3_dlc20_character_initiative_chs_daemon_prince_nur_07	character_to_character_own	1.0000
wh_main_effect_character_stat_ward_save	wh3_dlc20_character_initiative_chs_daemon_prince_nur_07	character_to_character_own	10.0000
wh3_dlc20_effect_unit_upgrade_cost	wh3_dlc20_character_initiative_chs_daemon_prince_nur_08	character_to_force_own_alt_text	-15.0000
wh3_dlc20_effect_xp_gain_rate_undivided_units	wh3_dlc20_character_initiative_chs_daemon_prince_nur_08	character_to_force_own_alt_text	15.0000
wh3_dlc20_effect_pooled_resource_mod_souls_battle	wh3_dlc20_character_initiative_chs_daemon_prince_nur_09	character_to_force_own_unseen	15.0000
wh_main_effect_force_all_campaign_post_battle_loot_mod	wh3_dlc20_character_initiative_chs_daemon_prince_nur_09	character_to_character_own	15.0000
wh_main_effect_character_stat_physical_resistance	wh3_dlc20_character_initiative_chs_daemon_prince_sla_01	character_to_character_own	10.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_daemon_prince_sla_01	character_to_character_own	10.0000
wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc20_character_initiative_chs_daemon_prince_sla_02	character_to_character_own	-15.0000
wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc20_character_initiative_chs_daemon_prince_sla_02	character_to_character_own	-15.0000
wh3_main_effect_ability_enable_feasting_on_fear	wh3_dlc20_character_initiative_chs_daemon_prince_sla_03	character_to_character_own	1.0000
wh_main_effect_attribute_enable_causes_terror	wh3_dlc20_character_initiative_chs_daemon_prince_sla_03	character_to_character_own	1.0000
wh3_main_effect_ability_enable_sonic_boom	wh3_dlc20_character_initiative_chs_daemon_prince_sla_04	character_to_character_own	1.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc20_character_initiative_chs_daemon_prince_sla_04	character_to_character_own	15.0000
wh3_main_effect_character_campaign_experience_mod	wh3_dlc20_character_initiative_chs_daemon_prince_sla_05	character_to_character_own	20.0000
wh3_dlc20_effect_ability_enable_bound_slicing_shards	wh3_dlc20_character_initiative_chs_daemon_prince_sla_06	character_to_character_own	1.0000
wh_main_effect_character_stat_ap_damage	wh3_dlc20_character_initiative_chs_daemon_prince_sla_06	character_to_character_own	100.0000
wh2_dlc10_effect_attribute_enable_perfect_vigour	wh3_dlc20_character_initiative_chs_daemon_prince_sla_07	character_to_character_own	1.0000
wh_main_effect_character_stat_ward_save	wh3_dlc20_character_initiative_chs_daemon_prince_sla_07	character_to_character_own	10.0000
wh3_dlc20_effect_unit_upgrade_cost	wh3_dlc20_character_initiative_chs_daemon_prince_sla_08	character_to_force_own_alt_text	-15.0000
wh3_dlc20_effect_xp_gain_rate_undivided_units	wh3_dlc20_character_initiative_chs_daemon_prince_sla_08	character_to_force_own_alt_text	15.0000
wh3_dlc20_effect_pooled_resource_mod_souls_battle	wh3_dlc20_character_initiative_chs_daemon_prince_sla_09	character_to_force_own_unseen	15.0000
wh_main_effect_force_all_campaign_post_battle_loot_mod	wh3_dlc20_character_initiative_chs_daemon_prince_sla_09	character_to_character_own	15.0000
wh3_main_effect_battle_barrier_health_add	wh3_dlc20_character_initiative_chs_daemon_prince_tze_01	character_to_character_own	300.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_daemon_prince_tze_01	character_to_character_own	10.0000
wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc20_character_initiative_chs_daemon_prince_tze_02	character_to_character_own	-15.0000
wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc20_character_initiative_chs_daemon_prince_tze_02	character_to_character_own	-15.0000
wh_main_effect_ability_enable_kindleflame	wh3_dlc20_character_initiative_chs_daemon_prince_tze_03	character_to_character_own	1.0000
wh_main_effect_ability_enable_life-leeching	wh3_dlc20_character_initiative_chs_daemon_prince_tze_03	character_to_character_own	1.0000
wh3_dlc20_effect_enables_warpflame_attacks	wh3_dlc20_character_initiative_chs_daemon_prince_tze_04	character_to_character_own	1.0000
wh3_main_effect_ability_enable_blue_fire	wh3_dlc20_character_initiative_chs_daemon_prince_tze_04	character_to_character_own	1.0000
wh3_main_effect_character_campaign_experience_mod	wh3_dlc20_character_initiative_chs_daemon_prince_tze_05	character_to_character_own	20.0000
wh3_dlc20_effect_ability_enable_bound_infernal_gateway	wh3_dlc20_character_initiative_chs_daemon_prince_tze_06	character_to_character_own	1.0000
wh3_main_effect_winds_of_magic_character	wh3_dlc20_character_initiative_chs_daemon_prince_tze_06	character_to_force_own_unseen	3.0000
wh2_dlc10_effect_attribute_enable_perfect_vigour	wh3_dlc20_character_initiative_chs_daemon_prince_tze_07	character_to_character_own	1.0000
wh_main_effect_character_stat_ward_save	wh3_dlc20_character_initiative_chs_daemon_prince_tze_07	character_to_character_own	10.0000
wh3_dlc20_effect_unit_upgrade_cost	wh3_dlc20_character_initiative_chs_daemon_prince_tze_08	character_to_force_own_alt_text	-15.0000
wh3_dlc20_effect_xp_gain_rate_undivided_units	wh3_dlc20_character_initiative_chs_daemon_prince_tze_08	character_to_force_own_alt_text	15.0000
wh3_dlc20_effect_pooled_resource_mod_souls_battle	wh3_dlc20_character_initiative_chs_daemon_prince_tze_09	character_to_force_own_unseen	15.0000
wh_main_effect_force_all_campaign_post_battle_loot_mod	wh3_dlc20_character_initiative_chs_daemon_prince_tze_09	character_to_character_own	15.0000
wh_main_effect_character_stat_armour	wh3_dlc20_character_initiative_chs_daemon_prince_und_01	character_to_character_own	25.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_daemon_prince_und_01	character_to_character_own	10.0000
wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc20_character_initiative_chs_daemon_prince_und_02	character_to_character_own	-15.0000
wh2_dlc14_effect_magic_cost_all_lores_percentage	wh3_dlc20_character_initiative_chs_daemon_prince_und_02	character_to_character_own	-15.0000
wh_main_effect_attribute_enable_unbreakable	wh3_dlc20_character_initiative_chs_daemon_prince_und_03	character_to_character_own	1.0000
wh_main_effect_character_stat_leadership_aura_size	wh3_dlc20_character_initiative_chs_daemon_prince_und_03	character_to_character_own	25.0000
wh3_main_effect_ability_enable_call_for_power	wh3_dlc20_character_initiative_chs_daemon_prince_und_04	character_to_character_own	1.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc20_character_initiative_chs_daemon_prince_und_04	character_to_character_own	15.0000
wh3_main_effect_character_campaign_experience_mod	wh3_dlc20_character_initiative_chs_daemon_prince_und_05	character_to_character_own	20.0000
wh2_dlc15_effect_character_stat_scorching_attacks	wh3_dlc20_character_initiative_chs_daemon_prince_und_06	character_to_character_own	1.0000
wh3_dlc20_effect_ability_enable_bound_flame_storm	wh3_dlc20_character_initiative_chs_daemon_prince_und_06	character_to_character_own	1.0000
wh2_dlc10_effect_attribute_enable_perfect_vigour	wh3_dlc20_character_initiative_chs_daemon_prince_und_07	character_to_character_own	1.0000
wh_main_effect_character_stat_ward_save	wh3_dlc20_character_initiative_chs_daemon_prince_und_07	character_to_character_own	10.0000
wh3_dlc20_effect_unit_upgrade_cost	wh3_dlc20_character_initiative_chs_daemon_prince_und_08	character_to_force_own_alt_text	-15.0000
wh3_dlc20_effect_xp_gain_rate_undivided_units	wh3_dlc20_character_initiative_chs_daemon_prince_und_08	character_to_force_own_alt_text	15.0000
wh3_dlc20_effect_pooled_resource_mod_souls_battle	wh3_dlc20_character_initiative_chs_daemon_prince_und_09	character_to_force_own_unseen	15.0000
wh_main_effect_force_all_campaign_post_battle_loot_mod	wh3_dlc20_character_initiative_chs_daemon_prince_und_09	character_to_character_own	15.0000
wh_main_effect_character_stat_melee_defence	wh3_dlc20_character_initiative_chs_exalted_hero_kho_01	character_to_character_own	5.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_exalted_hero_kho_01	character_to_character_own	5.0000
wh3_dlc20_effect_enable_attribute_vanguard_deployment_chs_chaos_knights	wh3_dlc20_character_initiative_chs_exalted_hero_kho_02	character_to_force_own_unseen	1.0000
wh_main_effect_attribute_enable_vanguard_deployment	wh3_dlc20_character_initiative_chs_exalted_hero_kho_02	character_to_character_own	1.0000
wh3_dlc20_effect_enable_attribute_vanguard_deployment_chs_juggernauts	wh3_dlc20_character_initiative_chs_exalted_hero_kho_03	character_to_force_own_alt_text	1.0000
wh3_main_effect_ability_enable_revel_in_slaughter	wh3_dlc20_character_initiative_chs_exalted_hero_kho_04	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_attack	wh3_dlc20_character_initiative_chs_exalted_hero_kho_04	character_to_character_own	5.0000
wh_main_effect_character_stat_melee_attack	wh3_dlc20_character_initiative_chs_exalted_hero_kho_05	character_to_character_own	5.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc20_character_initiative_chs_exalted_hero_kho_05	character_to_character_own	5.0000
wh3_main_effect_ability_enable_eldritch_aura	wh3_dlc20_character_initiative_chs_exalted_hero_kho_06	character_to_character_own	1.0000
wh_main_effect_character_stat_magic_resistance	wh3_dlc20_character_initiative_chs_exalted_hero_kho_06	character_to_character_own	15.0000
wh_main_effect_character_stat_ward_save	wh3_dlc20_character_initiative_chs_exalted_hero_kho_07	character_to_character_own	5.0000
wh3_dlc20_effect_unit_stat_fatigue_resistance_chosen	wh3_dlc20_character_initiative_chs_exalted_hero_kho_08	character_to_force_own_alt_text	-50.0000
wh2_main_effect_agent_action_assist_army_training_buff	wh3_dlc20_character_initiative_chs_exalted_hero_kho_09	character_to_character_own	25.0000
wh2_main_effect_agent_action_passive_spread_public_order_buff	wh3_dlc20_character_initiative_chs_exalted_hero_kho_09	character_to_character_own	2.0000
wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh3_dlc20_character_initiative_chs_exalted_hero_kho_10	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_army_assault_units_buff	wh3_dlc20_character_initiative_chs_exalted_hero_kho_10	character_to_character_own	15.0000
wh2_main_effect_ability_enable_regeneration	wh3_dlc20_character_initiative_chs_exalted_hero_nur_01	character_to_character_own	1.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_exalted_hero_nur_01	character_to_character_own	5.0000
wh3_dlc20_effect_enable_attribute_vanguard_deployment_chs_chaos_knights	wh3_dlc20_character_initiative_chs_exalted_hero_nur_02	character_to_force_own_unseen	1.0000
wh_main_effect_attribute_enable_vanguard_deployment	wh3_dlc20_character_initiative_chs_exalted_hero_nur_02	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_attack	wh3_dlc20_character_initiative_chs_exalted_hero_nur_03	character_to_character_own	5.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc20_character_initiative_chs_exalted_hero_nur_03	character_to_character_own	5.0000
wh3_main_effect_ability_enable_eldritch_aura	wh3_dlc20_character_initiative_chs_exalted_hero_nur_04	character_to_character_own	1.0000
wh_main_effect_character_stat_magic_resistance	wh3_dlc20_character_initiative_chs_exalted_hero_nur_04	character_to_character_own	15.0000
wh3_main_effect_ability_enable_blight_swarm	wh3_dlc20_character_initiative_chs_exalted_hero_nur_05	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_defence	wh3_dlc20_character_initiative_chs_exalted_hero_nur_05	character_to_character_own	5.0000
wh3_main_effect_corruption_nurgle_characters	wh3_dlc20_character_initiative_chs_exalted_hero_nur_06	character_to_province_any	1.0000
wh_main_effect_province_growth_characters	wh3_dlc20_character_initiative_chs_exalted_hero_nur_06	character_to_province_own	15.0000
wh_main_effect_character_stat_ward_save	wh3_dlc20_character_initiative_chs_exalted_hero_nur_07	character_to_character_own	5.0000
wh3_dlc20_effect_unit_stat_fatigue_resistance_chosen	wh3_dlc20_character_initiative_chs_exalted_hero_nur_08	character_to_force_own_alt_text	-50.0000
wh2_main_effect_agent_action_assist_army_training_buff	wh3_dlc20_character_initiative_chs_exalted_hero_nur_09	character_to_character_own	25.0000
wh2_main_effect_agent_action_hinder_army_assault_units_buff	wh3_dlc20_character_initiative_chs_exalted_hero_nur_09	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh3_dlc20_character_initiative_chs_exalted_hero_nur_10	character_to_character_own	15.0000
wh2_main_effect_agent_action_passive_spread_public_order_buff	wh3_dlc20_character_initiative_chs_exalted_hero_nur_10	character_to_character_own	2.0000
wh_main_effect_character_stat_armour	wh3_dlc20_character_initiative_chs_exalted_hero_und_01	character_to_character_own	15.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_chs_exalted_hero_und_01	character_to_character_own	5.0000
wh3_dlc20_effect_enable_attribute_vanguard_deployment_chs_chaos_knights	wh3_dlc20_character_initiative_chs_exalted_hero_und_02	character_to_force_own_unseen	1.0000
wh_main_effect_attribute_enable_vanguard_deployment	wh3_dlc20_character_initiative_chs_exalted_hero_und_02	character_to_character_own	1.0000
wh_main_effect_character_stat_melee_attack	wh3_dlc20_character_initiative_chs_exalted_hero_und_03	character_to_character_own	5.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc20_character_initiative_chs_exalted_hero_und_03	character_to_character_own	5.0000
wh3_main_effect_ability_enable_eldritch_aura	wh3_dlc20_character_initiative_chs_exalted_hero_und_04	character_to_character_own	1.0000
wh_main_effect_character_stat_magic_resistance	wh3_dlc20_character_initiative_chs_exalted_hero_und_04	character_to_character_own	15.0000
wh3_main_effect_corruption_chaos_characters	wh3_dlc20_character_initiative_chs_exalted_hero_und_05	character_to_province_any	1.0000
wh_main_effect_public_order_characters	wh3_dlc20_character_initiative_chs_exalted_hero_und_05	character_to_province_own	2.0000
wh_main_effect_character_stat_ward_save	wh3_dlc20_character_initiative_chs_exalted_hero_und_06	character_to_character_own	5.0000
wh3_dlc20_effect_unit_stat_fatigue_resistance_chosen	wh3_dlc20_character_initiative_chs_exalted_hero_und_07	character_to_force_own_alt_text	-50.0000
wh2_main_effect_agent_action_assist_army_training_buff	wh3_dlc20_character_initiative_chs_exalted_hero_und_08	character_to_character_own	25.0000
wh2_main_effect_agent_action_passive_spread_public_order_buff	wh3_dlc20_character_initiative_chs_exalted_hero_und_08	character_to_character_own	2.0000
wh2_main_effect_agent_action_hinder_agent_assassinate_buff	wh3_dlc20_character_initiative_chs_exalted_hero_und_09	character_to_character_own	15.0000
wh2_main_effect_agent_action_hinder_army_assault_units_buff	wh3_dlc20_character_initiative_chs_exalted_hero_und_09	character_to_character_own	15.0000
wh3_main_effect_character_campaign_experience_mod	wh3_dlc20_character_initiative_temp_chaos_undivided	character_to_character_own	25.0000
wh_main_effect_character_stat_weapon_strength	wh3_dlc20_character_initiative_temp_khorne	character_to_character_own	20.0000
wh_main_effect_character_stat_unit_health	wh3_dlc20_character_initiative_temp_nurgle	character_to_character_own	25.0000
wh_main_effect_character_stat_speed	wh3_dlc20_character_initiative_temp_slaanesh	character_to_character_own	20.0000
wh2_dlc12_effect_magic_cooldown_all_lores	wh3_dlc20_character_initiative_temp_tzeentch	character_to_character_own	-15.0000
wh3_dlc20_effect_character_upgrade_dummy	wh3_dlc20_character_upgrade_effects	character_to_character_own	1.0000
wh3_dlc20_effect_character_upgrade_delay_dummy	wh3_dlc20_character_upgrade_reject_ascension	character_to_character_own	1.0000
wh3_main_effect_character_campaign_experience_mod	wh3_dlc20_character_upgrade_reject_ascension	character_to_character_own	25.0000
wh3_dlc20_effect_character_upgrade_delay_dummy	wh3_dlc20_character_upgrade_reject_mark	character_to_character_own	1.0000
wh3_main_effect_character_campaign_experience_mod	wh3_dlc20_character_upgrade_reject_mark	character_to_character_own	25.0000
wh2_dlc11_effect_attrition_immunity_chaos	wh3_dlc20_diplomacy_effect_azazel_to_vassal	faction_to_force_own_unseen	1.0000
wh3_dlc20_effect_corruption_slaanesh_diplomacy	wh3_dlc20_diplomacy_effect_azazel_to_vassal	faction_to_province_own	2.0000
wh_main_effect_attribute_enable_immune_to_psychology	wh3_dlc20_diplomacy_effect_azazel_to_vassal	faction_to_force_own	1.0000
wh2_dlc11_effect_attrition_immunity_chaos	wh3_dlc20_diplomacy_effect_festus_to_vassal	faction_to_force_own_unseen	1.0000
wh3_dlc20_effect_corruption_nurgle_diplomacy	wh3_dlc20_diplomacy_effect_festus_to_vassal	faction_to_province_own	2.0000
wh_main_effect_character_stat_enable_poison_attacks	wh3_dlc20_diplomacy_effect_festus_to_vassal	faction_to_force_own	1.0000
wh2_dlc11_effect_attrition_immunity_chaos	wh3_dlc20_diplomacy_effect_valkia_to_vassal	faction_to_force_own_unseen	1.0000
wh3_dlc20_effect_corruption_khorne_diplomacy	wh3_dlc20_diplomacy_effect_valkia_to_vassal	faction_to_province_own	2.0000
wh_dlc08_effect_ability_enable_frenzy	wh3_dlc20_diplomacy_effect_valkia_to_vassal	faction_to_force_own	1.0000
wh2_dlc11_effect_attrition_immunity_chaos	wh3_dlc20_diplomacy_effect_vilitch_to_vassal	faction_to_force_own_unseen	1.0000
wh3_dlc20_effect_corruption_tzeentch_diplomacy	wh3_dlc20_diplomacy_effect_vilitch_to_vassal	faction_to_province_own	2.0000
wh3_main_effect_battle_barrier_health_add	wh3_dlc20_diplomacy_effect_vilitch_to_vassal	faction_to_force_own	200.0000
wh3_main_effect_character_experience_per_turn	wh3_dlc20_faction_initiative_chs_khorne_1_army_xp	faction_to_character_own	100.0000
