key	bonus_v_large	bonus_v_infantry	damage	ap_damage	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage_multiplier	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval	scaling_damage	is_spell
wh2_dlc15_hef_lion_chariot	0	25	18	38	5.0000	axe	claw	very_large	4	1.0000	1.2500	0.0000	false		3	2	4.0000		false
wh2_dlc15_hef_moon_dragon_imrik	0	0	170	380	8.0000	axe	claw	large	10	1.0000	1.2500	0.0000	false	wh_dlc08_unit_contact_frostbite	0	10	3.8000		false
wh2_dlc15_hef_moon_dragon_imrik_boss	0	25	320	380	8.0000	axe	claw	large	30	1.5000	1.2500	0.0000	false	wh_dlc08_unit_contact_frostbite	0	10	3.8000		false
wh2_dlc15_hef_star_dragon_imrik	20	0	200	490	8.0000	axe	claw	large	10	1.5000	1.2500	0.0000	false		0	10	3.8000		false
wh2_dlc15_hef_star_dragon_imrik_boss	20	40	380	490	8.0000	axe	claw	large	30	1.5000	1.2500	0.0000	false		0	10	3.8000		false
wh2_dlc15_hef_sun_dragon_imrik	0	0	155	340	8.0000	axe	claw	large	8	1.0000	1.2500	0.0000	false		0	10	3.8000		false
wh2_dlc15_hef_sun_dragon_imrik_boss	0	25	280	340	8.0000	axe	claw	large	30	1.5000	1.2500	0.0000	false		0	10	3.8000		false
wh2_dlc15_hef_sword_mistwalkers	0	0	20	12	1.0000	sword	sword		0	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_dlc15_hef_war_lion	0	10	16	34	1.0000	axe	claw	medium	3	1.0000	1.0000	0.0000	false		0	3	4.0000		false
wh2_dlc15_rogue_idol_fist	0	25	150	450	12.0000	axe	club_huge	large	12	1.7000	1.2500	0.0000	false		6	10	4.0000		false
wh2_dlc16_grn_choppa_black_orc_hero	0	0	220	170	3.0000	axe	axe	large	10	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh2_dlc16_skv_cha_packmaster_brood_horror	0	0	125	250	7.0000	axe	claw	medium	6	1.5000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc16_skv_claws_mutant_rat_ogre	0	0	100	320	6.0000	axe	claw	large	8	1.1000	1.2500	0.0000	true		0	10	3.8000		false
wh2_dlc16_skv_claws_mutant_rat_ogre_ror	0	0	100	320	6.0000	axe	claw	large	8	1.1000	1.2500	0.0000	true	wh2_dlc12_unit_passive_zzzap	0	10	3.8000		false
wh2_dlc16_skv_ghoritch_claws	0	30	155	365	6.0000	axe	axe	large	8	1.0000	1.0000	0.0000	false		0	10	3.8000		false
wh2_dlc16_skv_hell_pit_abomination_ror	17	0	155	365	8.0000	axe	claw	large	6	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	3.2000		false
wh2_dlc16_skv_packmaster_mancatcher_and_whip	20	0	240	120	3.0000	spear	whip	large	5	1.0000	0.5000	0.0000	false		0	2	4.0000		false
wh2_dlc16_skv_throt_mancatcher_and_whip	25	0	110	260	3.0000	spear	halberd	medium	6	1.0000	0.5000	0.0000	false		0	10	4.3000		false
wh2_dlc16_skv_wolf_rat_ap	0	0	6	10	1.0000	sword	claw		1	1.0000	0.7500	0.0000	true		0	10	4.3000		false
wh2_dlc16_skv_wolf_rat_poison	0	0	24	2	1.0000	sword	claw		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.3000		false
wh2_dlc16_tmb_chieftain_halberd	25	0	100	260	3.0000	spear	halberd	large	4	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_dlc16_wef_cha_female_glade_lord_4	0	0	130	250	3.0000	spear	spear	large	4	1.0000	0.5000	0.0000	false		0	2	4.0000		false
wh2_dlc16_wef_cha_glade_lord_4	0	0	130	250	3.0000	spear	spear	large	4	1.0000	0.5000	0.0000	false		0	2	4.0000		false
wh2_dlc16_wef_dragon_ceithin_har	0	0	165	315	8.0000	axe	claw	large	6	1.0000	0.7500	0.0000	true	wh_main_unit_contact_poison	0	3	3.8000		false
wh2_dlc16_wef_drycha_claws	0	0	300	100	3.0000	axe	claw	medium	6	1.0000	0.7500	0.0000	true		0	10	4.0000		false
wh2_dlc16_wef_spear_glade_riders	0	0	21	7	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.5000		false
wh2_dlc16_wef_spider_fangs_0	0	0	12	25	3.0000	knife	claw		1	1.0000	0.2500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc16_wef_staff_ariel_lord	0	0	280	160	4.0000	spear	staff	large	8	1.0000	0.5000	0.0000	true		0	10	4.0000		false
wh2_dlc16_wef_stag_knight_spear	0	0	21	42	1.0000	lance	spear	small	3	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_dlc16_wef_stag_knight_spear_ror	0	0	0	53	1.0000	lance	spear	small	3	1.0000	0.5000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
wh2_dlc16_wef_sword_dual_blades_bladesinger	0	12	10	26	1.0000	sword	sword		1	1.0000	0.7500	0.0000	true		0	10	4.5000		false
wh2_dlc16_wef_wolf_fangs	0	0	29	13	1.0000	axe	claw	medium	1	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_dlc16_wef_zoat	26	0	30	70	2.0000	axe	axe	medium	4	1.0000	1.0000	0.0000	true	wh2_pro08_unit_contact_dampen	0	10	4.0000		false
wh2_dlc17_beastlord_razorgor_chariot	0	25	120	280	5.0000	axe	claw	very_large	4	1.1000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc17_beastlord_tuskgor_chariot	0	20	120	250	5.0000	axe	claw	very_large	4	1.0000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc17_bray_shaman_razorgor_chariot	0	25	100	210	5.0000	axe	claw	very_large	4	1.1000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc17_bray_shaman_tuskgor_chariot	0	20	100	180	5.0000	axe	claw	very_large	4	1.0000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc17_bst_centigor_spear_ror	0	0	25	7	2.0000	spear	spear		5	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
wh2_dlc17_bst_doombull	0	0	120	340	5.0000	axe	axe	medium	4	1.5000	1.0000	0.0000	false	wh2_dlc17_unit_contact_dazed	0	10	4.0000		false
wh2_dlc17_bst_ghorgon	30	0	100	420	7.0000	axe	sword_huge	large	5	1.0000	1.2500	0.0000	false		0	10	4.0000		false
wh2_dlc17_bst_ghorgon_boss	30	0	120	440	7.0000	axe	sword_huge	large	5	1.0000	1.2500	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	4.0000	wh2_dlc17_bst_ghorgon_ror	false
wh2_dlc17_bst_ghorgon_ror	30	0	100	420	7.0000	axe	sword_huge	large	5	1.0000	1.2500	0.0000	false		0	10	4.0000	wh2_dlc17_bst_ghorgon_ror	false
wh2_dlc17_bst_jabberslythe	0	25	135	315	9.0000	axe	claw	large	7	1.0000	1.2500	0.0000	true	wh_main_unit_contact_poison	0	10	3.8000		false
wh2_dlc17_bst_jabberslythe_ror	0	25	135	315	9.0000	axe	claw	large	7	1.0000	1.2500	0.0000	true	wh_dlc06_unit_contact_sundered_armour	0	10	3.8000		false
wh2_dlc17_bst_taurox_axes	0	0	125	375	5.0000	axe	axe	large	6	1.0000	1.0000	1.0000	false		0	10	4.0000		false
wh2_dlc17_bst_tuskgor_chariot	0	18	10	32	5.0000	axe	claw	very_large	4	1.6000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc17_bst_wargor_mace	0	20	220	180	3.0000	axe	hammer	large	6	2.5000	0.7500	0.0000	false		0	10	4.0000		false
wh2_dlc17_dwf_axe_great_hero_magical	0	0	0	375	3.0000	axe	axe	medium	8	1.0000	1.0000	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
wh2_dlc17_dwf_thorek_hammer	0	0	140	260	3.0000	axe	hammer_dwarf	medium	10	1.0000	0.7500	0.0000	true		0	10	3.8000		false
wh2_dlc17_khazrak_razorgor_chariot	0	30	120	300	5.0000	axe	claw	very_large	6	1.2000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc17_khazrak_tuskgor_chariot	0	25	120	270	5.0000	axe	claw	very_large	6	1.1000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc17_lzd_cha_oxyotl_0	0	0	300	100	3.0000	axe	club	medium	5	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_dlc17_lzd_coatl	0	0	115	280	10.0000	axe	claw	large	6	1.0000	1.2500	0.0000	true		0	10	3.8000		false
wh2_dlc17_lzd_dread_saurian_qb_boss	50	0	350	400	20.0000	axe	claw	very_large	12	1.7000	1.2500	0.0000	false		0	10	4.0000		false
wh2_dlc17_lzd_feral_troglodon	0	0	115	300	7.0000	axe	claw	large	5	1.0000	1.2500	0.0000	false	wh_main_unit_contact_poison	0	10	3.6000		false
wh2_dlc17_wargor_razorgor_chariot	0	25	120	280	5.0000	axe	claw	very_large	4	1.0000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc17_wargor_tuskgor_chariot	0	20	120	250	5.0000	axe	claw	very_large	4	1.0000	0.7500	0.0000	false		3	2	4.0000		false
wh2_dlc23_chd_bull_centaur_axe	0	0	34	80	2.0000	axe	axe	medium	3	1.4000	1.0000	0.0000	false		0	10	4.0000		false
wh2_dlc23_chd_bull_centaur_dual_axe	0	18	34	80	2.0000	axe	axe	medium	3	1.4000	1.0000	0.0000	false		0	10	4.0000		false
wh2_dlc23_chd_bull_centaur_great_axe	25	0	34	80	2.0000	axe	axe_2h	medium	3	1.4000	1.0000	0.0000	false		0	10	4.0000		false
wh2_dlc23_chd_bull_centaur_taurruk_great_axe	30	0	140	320	5.0000	axe	axe_2h	medium	5	1.8000	1.0000	0.0000	false		0	10	4.0000		false
wh2_main_def_black_dragon	0	0	140	380	8.0000	axe	claw	large	8	1.0000	1.2500	0.0000	false		0	10	3.8000		false
wh2_main_def_cold_one_chariot	0	22	12	32	5.0000	axe	claw	very_large	4	0.9000	1.0000	0.0000	false		3	2	4.0000		false
wh2_main_def_cold_one_lance	14	0	12	30	2.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	4.2000		false
wh2_main_def_cold_one_mace	0	0	14	34	2.0000	axe	hammer		1	1.0000	1.0000	0.0000	false		0	10	4.3000		false
wh2_main_def_death_hag	0	20	280	120	3.0000	sword	sword	large	8	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_main_def_death_hag_cauldron	0	20	85	205	5.0000	axe	axe	very_large	5	1.0000	1.0000	0.0000	false	wh_main_unit_contact_poison	3	2	4.8000		false
wh2_main_def_dreadlord_black_dragon	0	0	140	380	8.0000	axe	claw	large	8	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh2_main_def_dreadlord_cold_one	0	0	120	280	4.0000	axe	claw	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_def_dreadlord_female_black_dragon	0	0	140	380	8.0000	axe	claw	large	8	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh2_main_def_dreadlord_female_cold_one	0	0	120	280	4.0000	axe	claw	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_def_dreadlord_female_sword	0	0	260	140	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_def_dreadlord_sword	0	0	260	140	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_def_dual_swords	0	8	25	10	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.8000		false
wh2_main_def_dual_swords_shades	0	8	25	10	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.6000		false
wh2_main_def_dual_swords_witch_elves	0	8	30	10	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false	wh2_main_unit_contact_witch_elf_poison	0	10	4.6000		false
wh2_main_def_greatsword	0	14	13	29	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_def_greatsword_shades	0	14	10	26	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_def_halberd	24	0	14	30	2.0000	spear	halberd		4	1.0000	0.5000	0.0000	false		0	10	4.9000		false
wh2_main_def_khainite_assassin	0	0	230	120	3.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	3.8000		false
wh2_main_def_malekith_black_dragon	0	0	150	410	8.0000	axe	claw	large	8	1.0000	1.2500	0.0000	false		0	10	3.8000		false
wh2_main_def_malekith_chariot	0	28	130	270	5.0000	axe	claw	very_large	4	1.0000	0.7500	0.0000	false		3	2	4.2000		false
wh2_main_def_malekith_cold_one	0	0	126	294	4.0000	axe	claw	medium	5	1.0000	1.2500	0.0000	false		0	10	4.0000		false
wh2_main_def_malekith_sword	0	0	273	147	3.0000	sword	sword	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_def_morathi_staff	15	0	100	240	3.0000	sword	staff	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_def_shortsword	0	0	19	5	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_def_sorceress_cold_one	0	0	85	200	4.0000	axe	claw	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_def_sorceress_staff	0	0	200	85	3.0000	sword	staff	medium	4	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_def_spear	14	0	19	6	1.0000	spear	spear		4	1.0000	0.5000	0.0000	false		0	10	4.6000		false
wh2_main_def_spear_darkriders	0	0	21	7	1.0000	spear	spear		4	1.0000	0.5000	0.0000	false		0	10	4.5000		false
wh2_main_def_spear_ror	14	0	19	6	1.0000	spear	spear		4	1.0000	0.5000	0.0000	false	wh_main_unit_contact_poison	0	10	4.6000		false
wh2_main_def_sword	0	0	25	7	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.4000		false
wh2_main_def_sword_shades	0	0	21	9	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.5000		false
wh2_main_def_war_hydra	0	0	140	300	9.0000	axe	claw	large	5	1.0000	1.2500	0.0000	false		0	10	3.6000		false
wh2_main_hef_flamespyre_phoenix	0	0	100	230	7.0000	axe	claw	medium	6	1.0000	1.2500	1.0000	true		0	10	4.0000		false
wh2_main_hef_frostheart_phoenix	0	0	120	280	7.0000	axe	claw	medium	6	1.0000	1.2500	0.0000	true	wh_dlc08_unit_contact_frostbite	0	10	4.0000		false
wh2_main_hef_great_eagle	0	0	234	156	7.0000	axe	claw	large	5	1.0000	1.0000	0.0000	false		0	3	4.0000		false
wh2_main_hef_greataxe	0	0	9	25	1.0000	axe	axe		4	1.0000	1.0000	0.0000	false		0	10	4.4000		false
wh2_main_hef_greataxe_ror	0	0	9	25	1.0000	axe	axe		4	1.0000	1.0000	0.0000	false	wh_dlc06_unit_contact_sundered_armour	0	10	4.4000		false
wh2_main_hef_greatsword	0	14	11	25	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_hef_halberd	20	0	11	25	2.0000	spear	halberd		4	1.0000	0.5000	0.0000	false		0	10	4.9000		false
wh2_main_hef_halberd_ror	20	0	11	25	2.0000	spear	halberd		4	1.0000	0.5000	0.0000	true		0	10	4.9000		false
wh2_main_hef_hero_great_eagle	0	0	252	168	7.0000	axe	claw	large	5	1.0000	0.7500	0.0000	false		0	3	4.0000		false
wh2_main_hef_ithilmar_chariot	0	24	38	16	5.0000	axe	claw	very_large	4	1.0000	1.0000	0.0000	false		3	2	4.0000		false
wh2_main_hef_lance	0	0	23	9	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	5.0000		false
wh2_main_hef_lance_dragon_princes	0	0	31	13	1.0000	lance	spear		1	1.0000	0.5000	0.0000	false		0	10	5.0000		false
wh2_main_hef_lance_dragon_princes_fireborn	18	0	31	13	1.0000	lance	spear		1	1.0000	0.5000	1.0000	false		0	10	5.0000		false
wh2_main_hef_lord_great_eagle	0	0	264	176	7.0000	axe	claw	large	5	1.0000	0.7500	0.0000	false		0	3	4.0000		false
wh2_main_hef_lord_greataxe	0	0	120	280	3.0000	axe	axe	medium	6	1.0000	1.0000	0.0000	false		0	10	4.0000		false
wh2_main_hef_lord_star_dragon	0	0	145	435	8.0000	axe	claw	large	8	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh2_main_hef_lord_sun_dragon	0	0	135	325	8.0000	axe	claw	large	6	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh2_main_hef_lord_sword	0	0	234	126	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_hef_loremaster_of_hoeth	0	16	125	235	3.0000	sword	sword	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_hef_mage_chariot	0	30	200	85	5.0000	axe	claw	very_large	4	1.0000	0.7500	0.0000	false		3	2	4.6000		false
wh2_main_hef_mage_staff	0	0	200	85	3.0000	sword	staff	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_hef_moon_dragon	0	0	140	380	8.0000	axe	claw	large	8	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh2_main_hef_noble_chariot	0	20	210	90	5.0000	axe	claw	very_large	4	1.0000	1.0000	0.0000	false		3	2	4.6000		false
wh2_main_hef_noble_great_eagle	0	0	252	168	7.0000	axe	claw	large	5	1.0000	1.0000	0.0000	false		0	3	4.0000		false
wh2_main_hef_noble_halberd	35	0	120	220	3.0000	spear	halberd	large	4	1.0000	0.5000	0.0000	false		0	2	4.0000		false
wh2_main_hef_prince_sword	0	0	260	140	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_hef_princess_sword	0	0	260	140	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_hef_shortsword	0	0	19	5	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_hef_spear	15	0	19	6	1.0000	spear	spear		4	1.0000	0.5000	0.0000	false		0	10	4.8000		false
wh2_main_hef_spear_ellyrian_reavers	0	0	21	7	1.0000	spear	spear		4	1.0000	0.5000	0.0000	false		0	10	4.5000		false
wh2_main_hef_spear_gate_guard	16	0	21	9	1.0000	spear	spear		4	1.0000	0.5000	0.0000	false		0	10	4.2000		false
wh2_main_hef_spear_guard	16	0	20	8	1.0000	spear	spear		4	1.0000	0.5000	0.0000	false		0	10	4.2000		false
wh2_main_hef_spear_silverin_guard	20	0	24	8	1.0000	spear	spear		4	1.0000	0.5000	0.0000	false		0	10	4.8000		false
wh2_main_hef_star_dragon	0	0	145	435	8.0000	axe	claw	large	8	1.5000	0.7500	0.0000	false		0	10	3.8000		false
wh2_main_hef_sun_dragon	0	0	135	325	8.0000	axe	claw	large	6	1.0000	1.2500	0.0000	false		0	10	3.8000		false
wh2_main_hef_sword	0	0	19	5	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_hef_sword_ellyrian_reaver_archers	0	0	21	7	1.0000	sword	sword		4	1.0000	0.7500	0.0000	false		0	10	4.4000		false
wh2_main_hef_teclis_sword	0	0	168	112	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_hef_tiranoc_chariot	0	18	29	11	5.0000	axe	claw	very_large	4	1.0000	1.0000	0.0000	false		3	2	4.0000		false
wh2_main_hef_tyrion_sword	0	0	160	310	3.0000	sword	sword	medium	8	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_lzd_ancient_stegadon	0	18	140	340	10.0000	axe	claw	medium	7	1.5000	1.2500	0.0000	false		0	10	3.5000		false
wh2_main_lzd_bastiladon	0	15	90	160	9.0000	axe	claw	medium	4	1.0000	1.2500	0.0000	false		0	10	3.7000		false
wh2_main_lzd_carnosaur_hero	35	0	105	315	7.0000	axe	claw	large	5	1.0000	1.2500	0.0000	false		0	10	3.6000		false
wh2_main_lzd_cha_carnosaur_lord	35	0	110	330	7.0000	axe	claw	large	5	1.0000	0.7500	0.0000	false		0	10	3.6000		false
wh2_main_lzd_cha_caster_hero	0	0	210	70	3.0000	spear	staff	medium	5	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_main_lzd_cha_cold_one_hero	30	0	120	280	4.0000	axe	claw	medium	5	1.0000	1.2500	0.0000	false		0	10	4.0000		false
wh2_main_lzd_cha_cold_one_lord	0	0	130	320	4.0000	axe	claw	medium	8	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_lzd_cha_kroq_gar	30	0	130	310	4.0000	spear	spear	medium	6	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_main_lzd_cha_kroq_gar_grymloq	35	0	120	360	7.0000	axe	claw	large	7	1.0000	1.0000	0.0000	false		0	10	3.6000		false
wh2_main_lzd_cha_mazdamundi_lord	0	0	270	90	4.0000	spear	staff	very_large	6	1.0000	0.5000	0.0000	true		4	4	4.0000		false
wh2_main_lzd_cha_saurus_old_blood	0	0	140	290	4.0000	axe	club	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_lzd_cha_saurus_scar_veteran	30	0	130	250	3.0000	spear	spear	medium	5	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_main_lzd_cha_slann_lord	0	0	240	80	4.0000	spear	staff	very_large	6	1.0000	0.5000	0.0000	true		4	4	4.0000		false
wh2_main_lzd_cha_terradon_hero	0	0	220	80	6.0000	spear	claw	medium	5	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_main_lzd_cold_one_club	0	0	15	35	1.0000	axe	claw		1	1.0000	1.0000	0.0000	false		0	10	4.4000		false
wh2_main_lzd_cold_one_feral	0	0	12	34	1.0000	sword	claw		1	1.0000	0.7500	0.0000	false		0	10	4.5000		false
wh2_main_lzd_cold_one_spear	14	0	14	34	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.2000		false
wh2_main_lzd_feral_carnosaur	35	0	105	315	7.0000	axe	claw	large	5	1.0000	1.2500	0.0000	false		0	10	3.6000		false
wh2_main_lzd_horned_one_club	0	0	19	41	2.0000	axe	claw		2	1.0000	1.0000	0.0000	false		0	10	4.5000		false
wh2_main_lzd_kroxigor	0	15	30	70	2.0000	axe	club_medium	medium	4	1.0000	1.2500	0.0000	false		0	10	3.8000		false
wh2_main_lzd_saurus_club	0	0	34	18	2.0000	axe	club_saurus		1	1.0000	0.7500	0.0000	false		0	10	3.7000		false
wh2_main_lzd_saurus_spear	16	0	29	13	2.0000	spear	spear		1	1.0000	0.5000	0.0000	false		0	10	4.1000		false
wh2_main_lzd_skink_chief_hero	0	0	230	80	3.0000	spear	staff	medium	5	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_main_lzd_skink_chief_terradon	0	0	230	80	6.0000	spear	claw	medium	5	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_main_lzd_skink_club	0	0	20	5	1.0000	axe	club		1	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_lzd_skink_club_poison	0	0	20	5	1.0000	axe	club		1	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.3000		false
wh2_main_lzd_stegadon	0	18	120	300	10.0000	axe	claw	medium	7	1.5000	1.2500	0.0000	false		0	10	3.5000		false
wh2_main_lzd_temple_guard_halberd	16	0	13	29	2.0000	spear	halberd		1	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_main_lzd_terradon	0	0	52	13	2.0000	axe	claw	small	2	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_monster_feral_bears	30	0	38	35	5.0000	axe	claw	large	3	1.0000	1.0000	0.0000	false		3	2	4.0000		false
wh2_main_monster_feral_ice_bears	35	0	42	35	5.0000	axe	claw	large	3	1.0000	1.0000	0.0000	false		3	2	4.0000		false
wh2_main_skv_censer	0	0	13	31	1.0000	axe	flail		5	1.0000	0.7500	0.0000	true	wh2_main_unit_contact_plague_monk_censer_morale	0	10	4.4000		false
wh2_main_skv_cha_assassin	0	0	225	150	3.0000	sword	sword	medium	3	1.0000	0.7500	0.0000	false		0	10	3.8000		false
wh2_main_skv_cha_censer_hero	0	0	84	196	3.0000	axe	flail	medium	5	1.0000	0.7500	0.0000	true	wh2_main_unit_contact_plague_monk_censer_morale	0	10	4.0000		false
wh2_main_skv_cha_chieftain_bonebreaker	0	0	120	290	5.0000	sword	sword	medium	10	1.5000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_skv_cha_ikit_claw_halberd	22	0	120	250	3.0000	spear	halberd	medium	5	1.0000	0.5000	1.0000	true		0	10	4.8000		false
wh2_main_skv_cha_plague_furnace	0	20	60	140	6.0000	axe	unarmed	medium	5	1.0000	0.7500	0.0000	true	wh2_main_unit_contact_plague_monk_censer_morale	4	4	5.2000		false
wh2_main_skv_cha_queek_headtaker	0	35	80	340	3.0000	sword	sword	medium	6	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_skv_cha_screaming_bell	0	20	60	140	6.0000	axe	unarmed	medium	5	1.0000	0.7500	0.0000	false		4	4	5.2000		false
wh2_main_skv_cha_skrolk	0	0	280	120	3.0000	axe	staff	medium	5	1.0000	0.7500	0.0000	true	wh2_main_unit_contact_plague_monk_censer_morale	0	10	4.0000		false
wh2_main_skv_cha_staff_lord	0	0	217	93	3.0000	axe	staff	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_skv_cha_throt_brood_horror	0	0	135	275	7.0000	axe	claw	medium	6	1.5000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.0000		false
wh2_main_skv_cha_warlock_engineer	0	0	84	196	3.0000	spear	halberd	medium	3	1.0000	0.5000	0.0000	false		0	10	4.0000		false
wh2_main_skv_cha_warlord	0	0	280	120	3.0000	sword	sword	medium	5	1.0000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_skv_cha_warlord_bonebreaker	0	0	140	320	5.0000	sword	sword	medium	8	1.5000	0.7500	0.0000	false		0	10	4.0000		false
wh2_main_skv_claw_blade	0	0	21	7	1.0000	sword	sword		5	1.0000	0.7500	0.0000	false		0	10	4.3000		false
wh2_main_skv_claw_blade_poison	0	0	21	7	1.0000	sword	sword		5	1.0000	0.7500	0.0000	false	wh_main_unit_contact_poison	0	10	4.3000		false
wh2_main_skv_doomwheel	0	30	102	195	4.0000	axe	claw	very_large	7	1.0000	0.7500	0.0000	false		4	1	4.3000		false
wh2_main_skv_dual_swords	0	7	24	8	1.0000	sword	sword		5	1.0000	0.7500	0.0000	false		0	10	4.5000		false
wh2_main_skv_halberd	17	0	8	20	1.0000	spear	halberd		5	1.0000	0.5000	0.0000	false		0	10	4.6000		false
wh2_main_skv_hell_pit_abomination	17	0	155	365	8.0000	axe	claw	large	6	1.0000	1.2500	0.0000	false		0	10	3.2000		false
wh2_main_skv_rat_ogre	0	0	20	55	2.0000	axe	club_medium	medium	4	0.9000	1.2500	0.0000	false		0	10	3.8000		false
wh2_main_skv_spear	9	0	18	5	1.0000	spear	spear		5	1.0000	0.5000	0.0000	false		0	10	4.3000		false
wh2_main_skv_spear_skavenslaves	6	0	12	4	1.0000	spear	spear		5	1.0000	0.5000	0.0000	false		0	10	4.6000		false
