bonus_value_id	effect	ritual
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_battle
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_courage
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_groth_one-eye
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_grungni
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_sanctuary
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_slowness
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stoicism
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_stromni_redbeard
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_master_rune_of_valaya
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_fury
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_might
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_parrying
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_rune_of_striking
percentage_cost_mod	wh2_dlc17_pooled_resource_oathgold_runecrafting_mod	wh2_dlc17_dwf_ritual_wh_main_anc_rune_strollaz_rune
percentage_cost_mod	wh2_dlc17_ritual_crafted_army_cost_increase	wh2_dlc17_bst_ritual_army_cap_upgrade
percentage_cost_mod	wh2_main_effect_def_rite_cost_mod	wh2_dlc10_ritual_def_drakira
percentage_cost_mod	wh2_main_effect_def_rite_cost_mod	wh2_dlc11_ritual_def_anath_raema
percentage_cost_mod	wh2_main_effect_def_rite_cost_mod	wh2_dlc14_ritual_def_warmaster
percentage_cost_mod	wh2_main_effect_def_rite_cost_mod	wh2_dlc14_ritual_def_witch_king
percentage_cost_mod	wh2_main_effect_def_rite_cost_mod	wh2_main_ritual_def_atharti
percentage_cost_mod	wh2_main_effect_def_rite_cost_mod	wh2_main_ritual_def_hekarti
percentage_cost_mod	wh2_main_effect_def_rite_cost_mod	wh2_main_ritual_def_khaine
percentage_cost_mod	wh2_main_effect_def_rite_cost_mod	wh2_main_ritual_def_mathlann
percentage_cost_mod	wh2_main_effect_def_rite_cost_mod	wh2_twa03_ritual_def_beasthunt
percentage_cost_mod	wh2_main_effect_lzd_rite_cost_mod	wh2_main_ritual_lzd_awakening
percentage_cost_mod	wh2_main_effect_lzd_rite_cost_mod	wh2_main_ritual_lzd_ferocity
percentage_cost_mod	wh2_main_effect_lzd_rite_cost_mod	wh2_main_ritual_lzd_primeval_glory
percentage_cost_mod	wh2_main_effect_lzd_rite_cost_mod	wh2_main_ritual_lzd_sotek
percentage_cost_mod	wh2_main_effect_rite_slave_cost_mod	wh2_dlc10_ritual_def_drakira
percentage_cost_mod	wh2_main_effect_rite_slave_cost_mod	wh2_dlc11_ritual_def_anath_raema
percentage_cost_mod	wh2_main_effect_rite_slave_cost_mod	wh2_dlc14_ritual_def_warmaster
percentage_cost_mod	wh2_main_effect_rite_slave_cost_mod	wh2_dlc14_ritual_def_witch_king
percentage_cost_mod	wh2_main_effect_rite_slave_cost_mod	wh2_main_ritual_def_atharti
percentage_cost_mod	wh2_main_effect_rite_slave_cost_mod	wh2_main_ritual_def_hekarti
percentage_cost_mod	wh2_main_effect_rite_slave_cost_mod	wh2_main_ritual_def_khaine
percentage_cost_mod	wh2_main_effect_rite_slave_cost_mod	wh2_main_ritual_def_mathlann
percentage_cost_mod	wh2_main_effect_rite_slave_cost_mod	wh2_twa03_ritual_def_beasthunt
percentage_cost_mod	wh2_main_faction_trait_ritual_cost_skrolk	wh2_dlc14_ritual_skv_pestilence_pestilens
percentage_cost_mod	wh2_main_faction_trait_ritual_cost_skrolk	wh2_main_ritual_skv_pestilence
cooldown_mod	wh2_twa03_effect_cooldown_mod_ritual_def_hekarti	wh2_main_ritual_def_hekarti
cooldown_mod	wh2_twa03_effect_rakarth_rite_cooldown_hidden	wh2_twa03_ritual_def_beasthunt
percentage_cost_mod	wh2_twa03_effect_slave_cost_mod_ritual_def_hekarti	wh2_main_ritual_def_hekarti
percentage_cost_mod	wh2_twa03_effect_slave_cost_mod_ritual_def_khaine	wh2_main_ritual_def_khaine
percentage_cost_mod	wh2_twa03_rite_cooldown_mathlann_anath_raema	wh2_dlc11_ritual_def_anath_raema
percentage_cost_mod	wh2_twa03_rite_cooldown_mathlann_anath_raema	wh2_main_ritual_def_mathlann
disable_ritual_targeting	wh3_dlc20_effect_ritual_target_block_drain_magic_hidden	wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic
ritual_percentage_cost_mod_targeted	wh3_dlc20_effect_vilitch_cotw_target_cost_mod_drain_magic	wh3_dlc20_ritual_tze_cotw_vilitch_drain_magic
ritual_percentage_cost_mod_targeted	wh3_dlc20_effect_vilitch_cotw_target_cost_mod_muddle_minds	wh3_dlc20_ritual_tze_cotw_vilitch_muddle_minds
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_bale_taurus_cost_mod	wh3_dlc23_chd_ritual_unit_cap_bale_taurus
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs_cost_mod	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses_cost_mod	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors_cost_mod	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_bale_taurus
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_great_taurus
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_hellcannon
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_infernal_guard
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_lammasu
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_post	wh3_dlc23_chd_ritual_unit_cap_warmachines
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_bale_taurus
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_great_taurus
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_hellcannon
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_infernal_guard
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_lammasu
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all_toz	wh3_dlc23_chd_ritual_unit_cap_warmachines
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_bale_taurus
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_bull_centaurs
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_great_taurus
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_hellcannon
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_infernal_guard
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_lammasu
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_cost_mod_all	wh3_dlc23_chd_ritual_unit_cap_warmachines
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_flying_beasts_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_bale_taurus
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_flying_beasts_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_great_taurus
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_flying_beasts_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_lammasu
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_great_taurus_cost_mod	wh3_dlc23_chd_ritual_unit_cap_great_taurus
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_hellcannon_cost_mod	wh3_dlc23_chd_ritual_unit_cap_hellcannon
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_kdaai_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_kdaai_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer_cost_mod	wh3_dlc23_chd_ritual_unit_cap_kdaai_destroyer
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn_cost_mod	wh3_dlc23_chd_ritual_unit_cap_kdaai_fireborn
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_lammasu_cost_mod	wh3_dlc23_chd_ritual_unit_cap_lammasu
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_melee_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_melee_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_melee_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_melee_missile_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_melee_missile_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_warriors
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_melee_missile_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_melee_missile_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_melee_missile_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_ironsworn
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_missile_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_chaos_dwarf_blunderbusses
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_missile_infantry_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_infernal_guard_fireglaives
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_taurus_cost_mod	wh3_dlc23_chd_ritual_unit_cap_bale_taurus
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_taurus_cost_mod	wh3_dlc23_chd_ritual_unit_cap_great_taurus
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_war_machines_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_hellcannon
percentage_cost_post_mod	wh3_dlc23_chd_ritual_unit_cap_war_machines_armaments_cost_mod	wh3_dlc23_chd_ritual_unit_cap_warmachines
percentage_cost_mod	wh3_dlc23_chd_ritual_unit_cap_warmachines_cost_mod	wh3_dlc23_chd_ritual_unit_cap_warmachines
disable	wh3_dlc23_effect_enable_ritual_chd_labour_example_upgraded	wh3_dlc23_ritual_chd_labour_example
enable	wh3_dlc23_effect_enable_ritual_chd_labour_example_upgraded	wh3_dlc23_ritual_chd_labour_example_upgraded
disable	wh3_dlc23_effect_enable_ritual_chd_labour_gift_zhar_naggrund_upgraded	wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund
enable	wh3_dlc23_effect_enable_ritual_chd_labour_gift_zhar_naggrund_upgraded	wh3_dlc23_ritual_chd_labour_gift_zhar_naggrund_upgraded
disable	wh3_dlc23_effect_enable_ritual_chd_labour_sell_upgraded	wh3_dlc23_ritual_chd_labour_sell
enable	wh3_dlc23_effect_enable_ritual_chd_labour_sell_upgraded	wh3_dlc23_ritual_chd_labour_sell_upgraded
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_1
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_2
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_3
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_4
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_1
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_2
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_3
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_4
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_1
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_2
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_3
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_4
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_1
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_2
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_3
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_1
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_2
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_3
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_1
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_2
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_3
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_industry_1
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_industry_2
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_military_1
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_military_2
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_1
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_2
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_astragoth
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_conclave
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_drazhoath
percentage_cost_mod	wh3_dlc23_effect_technology_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_zhatan
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_industry_4
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_military_4
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t1_sorcery_4
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_industry_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_military_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t2_sorcery_3
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_industry_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_industry_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_military_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_military_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_1
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t3_sorcery_2
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_astragoth
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_conclave
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_drazhoath
percentage_cost_mod	wh3_dlc23_effect_toz_chd_conclave_influence_spent_slot_claimed_mod	wh3_dlc23_ritual_chd_toz_slot_t4_zhatan
